code,kit_type,brand,model_clean,engine_all,year_from_int,year_to_int,model_max_year,flag_rwd,flag_fwd,flag_awd,flag_rhd,flag_start_stop,flag_high_idle,flag_gearbox_v3,flag_sanden,flag_auto_tensioner,flag_two_auto_tensioners,flag_pfmot_yes,flag_pfmot_no,flag_urban_kit,flag_ind_belt,flag_n63_full_option,flag_n63_pulley_yes,flag_n63_pulley_no,flag_himatic,flag_allison_not,flag_zf_not,flag_man_option,flag_engine_sideways,cilinder,ac_filter,embrague_std,embrague_esp,tipus_embrague,year_from_v4,year_to_v4,compressors
KG13069005,Kit generador,,ELF 200 / ELF 300,4JJ1-TC | (US EPA 04),2006,,2006,,,,,,,,,,,,,,,,,,,,,,,4 / 2.999,no,"Ø60
2.560 rpm",,N,2006,,"Generator ""G4-230V"" | Generator ""G4-400V"" "
